atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1013.9,Cumulonimbus,East,63.4,Orange,High,Stable,High,Yes
1006.2,Stratus,East,82.7,Green,High,Stable,Low,No
1006.6,Cirrus,South,77.7,Green,High,Stable,High,No
1014,Cumulonimbus,South,54.3,Orange,High,,High,Yes
1012.6,Cumulonimbus,East,48.9,,Medium,Decline,Low,Yes
1004.5,Cirrus,North,78.7,Green,Low,Decline,Low,No
1012.7,Cirrus,East,55.5,Orange,High,Rise,Low,Yes
1023.9,Cirrus,East,75.2,Green,High,Decline,Low,No
1011.9,Cirrus,East,58.6,Blue,High,Decline,Low,Yes
1004.7,Cirrus,North,83.8,Green,Low,Decline,Low,No
1002.8,Cirrus,East,76.8,Green,High,Decline,High,No
1019.1,Cumulonimbus,South,77.3,Green,High,Stable,High,No
1013.3,Cumulonimbus,South,65.4,Orange,High,Stable,Low,Yes
1012.6,Cumulonimbus,South,44.4,Orange,High,Stable,High,Yes
1012.6,Cumulonimbus,South,47.1,Orange,High,Stable,Medium,Yes
1006,Cumulonimbus,East,79.2,Gray,Low,Decline,Low,No
1013.8,Cirrus,North,59.5,,Low,Decline,Low,Yes
1013.8,Cumulonimbus,West,43,Orange,Medium,Rise,High,Yes
1002.9,Cirrus,South,76.2,Blue,High,Rise,Medium,No
1012.9,Cumulonimbus,East,42.2,Orange,Medium,,Low,Yes
1013.2,Cirrus,East,70.8,Orange,High,Decline,High,Yes
1003.3,Cumulonimbus,West,66.9,Orange,Low,Decline,Low,Yes
1024.2,Stratus,East,80.9,Green,High,Decline,Low,No
1012.5,Cirrus,West,68.5,Orange,Low,Stable,High,Yes
1013.2,Cumulonimbus,East,62.8,Orange,Low,Decline,Low,Yes
1002.4,Cirrus,East,80.1,Green,Low,Decline,Medium,No
1012.8,Stratus,West,43.6,Orange,High,Stable,High,Yes
1011.4,Cumulonimbus,East,74,Orange,Low,Decline,Low,Yes
1012.5,Cirrus,South,58.3,Orange,High,Stable,High,Yes
1004.2,Stratus,South,78.7,Green,High,Stable,High,No
1006.2,Stratus,East,77.1,Gray,Medium,Stable,Medium,No
1003.4,Cirrus,South,78.9,Gray,High,Stable,Medium,No
1002.9,Cirrus,East,82.5,Green,Low,Decline,Medium,No
1012.9,Cumulonimbus,,59.6,Orange,High,Decline,High,Yes
1012.6,Cumulonimbus,West,52,Blue,Low,Rise,Low,Yes
1012.1,Cumulonimbus,East,67.5,Orange,High,Decline,Low,Yes
1012.8,Cumulonimbus,West,58.9,Orange,Low,Decline,High,Yes
1002.5,Cumulonimbus,East,70.7,Gray,Low,Decline,Low,Yes
1004.5,Cumulonimbus,South,84.7,Green,High,Decline,High,No
1002.7,Cirrus,South,82.4,Green,Medium,Stable,High,No
1005.9,Stratus,East,82.2,Green,Low,Decline,Low,No
1012,Cumulonimbus,South,47.2,Orange,High,Stable,Low,Yes
1004,Cirrus,,78.7,Green,Low,Decline,High,No
1003.9,Cumulonimbus,East,82.4,Gray,Low,Decline,Medium,No
1003.8,Cirrus,,85,Green,Low,Decline,Low,No
1003.6,Cirrus,East,77.5,Gray,Low,Decline,Medium,No
1005,Cirrus,South,79.5,Blue,Low,Stable,High,No
1003.3,Cirrus,South,43.6,Green,High,Stable,Medium,No
1004.9,Cumulonimbus,South,75.8,Gray,Medium,Decline,Medium,No
1006,Stratus,East,81.2,Green,Low,Decline,Medium,No
1005.3,Cirrus,,76.1,Green,Low,Rise,Low,No
1012.6,Cumulonimbus,South,73.3,,Medium,Stable,Medium,Yes
1013.2,Stratus,South,57.9,Orange,Medium,Stable,Low,Yes
1002.6,Cirrus,South,81.4,,High,Stable,High,No
1013.9,Stratus,East,59.2,Orange,Low,Decline,Low,Yes
1012,Cirrus,North,65.8,Orange,Low,Decline,Low,Yes
1013.9,Cumulonimbus,South,70.5,Orange,High,Stable,High,Yes
1022.8,Cirrus,East,76.7,Green,High,Decline,Medium,No
1004,Cirrus,South,79.8,Gray,Medium,Stable,High,No
1003.7,Stratus,East,79.5,Green,Low,Decline,Low,No
1006.2,Cirrus,East,81.6,Gray,Low,Decline,High,No
1004.6,Stratus,East,63.7,Orange,Low,Decline,Medium,Yes
1003,Cirrus,East,49,Blue,High,Stable,High,No
1004.7,Cirrus,South,82.5,Blue,High,Stable,Low,No
1006.6,Cirrus,East,46.8,Blue,Medium,Decline,Low,No
1002.3,Stratus,East,62.7,,Low,,Low,Yes
1005.9,Cirrus,East,83,Green,Low,Decline,Medium,No
1005.9,Cirrus,South,83.3,Green,High,Stable,Low,No
1003.7,Cirrus,North,82,Green,Low,Decline,Medium,No
1003.1,Cirrus,East,80.4,,Low,Rise,Low,No
1013.2,Cirrus,South,66.2,Orange,Low,Rise,High,Yes
1012.8,Cumulonimbus,South,71.2,Orange,High,Stable,Low,Yes
1005.4,Cirrus,East,82.2,Green,Low,Decline,Low,No
1005.9,Stratus,East,76,,Low,Decline,Low,No
1006.5,Cirrus,East,45.2,Green,Low,Decline,Low,No
1005.1,Stratus,East,72.2,Orange,High,Rise,High,Yes
1013.5,Cumulonimbus,East,66.9,Orange,Medium,Decline,High,Yes
1019.8,Cirrus,East,79.5,Green,High,Stable,High,No
1018,Cirrus,West,83.9,Green,High,Decline,Low,No
1003.1,Cirrus,,52.8,Orange,Low,Stable,Low,Yes
1011.9,Cirrus,East,42,Gray,High,Stable,Low,Yes
1013.4,Cumulonimbus,East,53,Orange,High,Stable,High,Yes
1003.4,Cumulonimbus,West,81.1,Blue,Medium,Stable,High,No
1004,Cirrus,South,79.6,Gray,High,Decline,High,No
1013.8,Cumulonimbus,West,70.4,Orange,Low,Rise,Medium,Yes
1014,Cumulonimbus,East,56.8,Orange,Medium,Decline,High,Yes
1004.8,Cirrus,East,76,Gray,High,Decline,High,No
1003.8,Cirrus,East,83.1,Green,Low,Decline,Low,No
1013.7,Cumulonimbus,East,44.2,Orange,Low,Decline,Medium,Yes
1006.4,Stratus,East,51.3,Orange,Low,Stable,Low,Yes
1011.1,Stratus,East,55.8,Orange,High,Decline,Low,Yes
1002.4,Stratus,South,76.3,Gray,Low,Stable,High,No
1011.7,Cumulonimbus,South,40.7,Orange,High,Stable,High,Yes
1004.1,Cirrus,West,46.5,Blue,High,Decline,High,No
1012,Cumulonimbus,West,53.3,Orange,Low,Rise,Low,Yes
1011.5,Cumulonimbus,South,57.5,Orange,High,Stable,Medium,Yes
1011.9,Cumulonimbus,East,65,Orange,Low,Decline,Low,Yes
1006,Cumulonimbus,East,83.9,Green,Low,Decline,Medium,No
1004,Stratus,East,67.5,Orange,Low,Decline,Low,Yes
1003.9,Cirrus,South,84.4,Green,High,Stable,High,No
1012.1,Cumulonimbus,East,58.3,Orange,High,Rise,High,Yes
1011.2,Cumulonimbus,East,66.6,Orange,Low,Decline,Low,Yes
1013.2,Cumulonimbus,West,73.4,Orange,High,Stable,High,Yes
1022.1,Cumulonimbus,South,83.3,Blue,High,Rise,High,No
1021.2,Cirrus,West,47.1,Green,Medium,Decline,Low,No
1004.5,Cumulonimbus,South,82.5,Gray,Medium,Decline,High,No
1002.2,Cirrus,East,46.1,Green,Medium,Decline,Low,No
1003,Cirrus,East,80.5,Blue,High,Stable,Medium,No
1013.4,Cumulonimbus,East,68.7,Orange,High,Stable,High,Yes
1003.2,Cirrus,East,78.1,Green,High,Stable,High,No
1006.1,Cirrus,South,81.8,Green,High,Stable,Low,No
1013.2,Cumulonimbus,East,65.2,Orange,Low,Decline,Low,Yes
1006.8,Cumulonimbus,East,58.8,Orange,Low,Stable,Low,Yes
1013.1,Stratus,South,60,Orange,High,Rise,High,Yes
1002.5,Cirrus,South,83.3,Green,High,Stable,High,No
1020,Stratus,South,79.2,Gray,High,,High,No
1006.8,Cumulonimbus,East,79.6,Green,Medium,Rise,High,No
1012.7,Cumulonimbus,East,57.3,Gray,High,Decline,Low,Yes
1013.2,Cumulonimbus,South,53.1,Orange,High,Stable,Medium,Yes
1004.1,Cirrus,West,77.2,Green,High,Decline,Medium,No
1004.7,Cumulonimbus,South,65,Orange,High,Rise,High,Yes
1004.1,Cirrus,East,77.1,Green,Low,Decline,Medium,No
1013.4,Cumulonimbus,East,56,Orange,Medium,Decline,Low,Yes
1012.5,Cumulonimbus,South,51.8,Orange,High,Stable,Medium,Yes
1002.4,Cirrus,East,79.6,Green,Medium,Decline,High,No
1011.9,Cumulonimbus,West,50.2,Orange,High,Stable,High,Yes
1004.5,Cirrus,East,78.3,Green,Low,Decline,High,No
1005.5,Cirrus,East,76.7,Green,Low,Decline,Medium,No
1002,Cirrus,,80.7,Gray,Low,Stable,Medium,No
1013.5,Cirrus,North,54.8,Orange,Low,Decline,Low,Yes
1003,Cirrus,East,76.3,Green,Low,Rise,Low,No
1013.3,Cumulonimbus,East,56.7,,Medium,Decline,Low,Yes
1002.4,Stratus,East,78.4,Gray,High,Stable,High,No
1002.8,Cumulonimbus,East,50.1,Orange,Medium,Decline,High,Yes
1012.2,Cumulonimbus,North,48.7,Orange,Low,Decline,High,Yes
1002.8,Cirrus,North,81.5,Green,Low,Decline,Low,No
1004.5,Cirrus,,79.2,Green,Medium,Stable,High,No
1013.1,Cirrus,South,72,Orange,High,Stable,Low,Yes
1024.8,Cumulonimbus,East,83.6,Green,High,Decline,Low,No
1011.1,Cirrus,East,73.8,Orange,High,Decline,High,Yes
1004.4,Cumulonimbus,East,81.5,Gray,Low,,Medium,No
1005.8,Cumulonimbus,West,42.6,Green,High,Stable,High,No
1011.2,Cirrus,East,57.7,Orange,High,Stable,High,Yes
1004,Cirrus,West,77.2,Blue,High,Stable,Medium,No
1004.4,Cumulonimbus,West,84.5,Green,High,Stable,High,No
1003.7,Cirrus,East,83.7,Green,Low,Decline,Low,No
1013.9,Cumulonimbus,East,47.9,Orange,Low,Rise,Low,Yes
1012.7,Cumulonimbus,East,69,Orange,Medium,Stable,High,Yes
1011,Cumulonimbus,,43.5,Gray,Medium,Rise,Medium,Yes
1012.2,Cumulonimbus,East,71.9,Orange,Low,Decline,Low,Yes
1012.2,Cumulonimbus,East,67.9,Gray,Low,Decline,Medium,Yes
1013.1,Cumulonimbus,East,52,Blue,Medium,Rise,Low,Yes
1024.9,Stratus,West,79.9,Green,High,Decline,Low,No
1013.5,Stratus,South,72.4,Orange,Medium,Rise,High,Yes
1005.4,Cumulonimbus,East,85,Green,Low,Rise,Low,No
1003.3,Cumulonimbus,West,81,,High,Stable,High,No
1003.8,Stratus,East,82.3,Green,High,Decline,Low,No
1005.2,Cirrus,East,79.9,Green,Low,Decline,Low,No
1012.8,Stratus,South,60.9,Blue,Low,Stable,Medium,Yes
1013.5,Stratus,East,59.8,Orange,Low,Rise,Low,Yes
1018.4,Cirrus,South,81.4,Green,Medium,Rise,High,No
1005.3,Cirrus,East,81.5,Green,High,Stable,Low,No
1012.4,Stratus,East,56.4,Orange,High,Stable,High,Yes
1013.6,Cumulonimbus,East,67.1,Orange,Low,Decline,Low,Yes
1012.9,Stratus,East,63,Blue,High,Stable,High,Yes
1014,Cumulonimbus,South,41.1,Blue,High,Decline,High,Yes
1012.2,Cumulonimbus,North,64.7,Orange,Low,Decline,Low,Yes
1002.3,Cirrus,East,81.8,Green,High,Stable,High,No
1007,Cirrus,South,80.2,Gray,High,Decline,High,No
1004.3,Cumulonimbus,South,62.8,Orange,High,Stable,High,Yes
1013.9,Cumulonimbus,South,44.2,Blue,High,Stable,Low,Yes
1012.6,Cumulonimbus,East,73.4,,Medium,Decline,Low,Yes
1013,Stratus,North,62.6,Orange,Low,Rise,Medium,Yes
1004.4,Stratus,North,80.8,Gray,Low,Decline,Low,No
1011,Cumulonimbus,North,55.3,Orange,Low,Stable,Low,Yes
1002.5,Cirrus,East,77.9,Green,High,Decline,Medium,No
1005.3,Cumulonimbus,East,75.2,Blue,Low,Rise,Low,No
1003.6,Stratus,East,43,Blue,Low,Stable,High,No
1005.7,Cirrus,South,83.3,Gray,Low,Stable,High,No
1005,Cirrus,East,76.6,Green,Low,Rise,Medium,No
1006.7,Cumulonimbus,West,77.5,,Low,Decline,Medium,No
1004,Cirrus,East,79.2,Green,High,Decline,Low,No
1014,Cumulonimbus,East,59.7,Orange,Low,Rise,Low,Yes
1004.2,Cirrus,East,76.6,Green,Low,Decline,Low,No
1012.8,Cumulonimbus,South,66.5,Orange,Medium,,Low,Yes
1012,Cumulonimbus,East,66.7,Orange,Low,Decline,Low,Yes
1012.9,Cumulonimbus,East,57.4,Orange,Low,Stable,Low,Yes
1005.4,Cirrus,South,76.5,Gray,High,Decline,Low,No
1013,Cumulonimbus,East,64.8,Orange,Low,Decline,Medium,Yes
1013.5,Cumulonimbus,South,62.8,Orange,High,Stable,High,Yes
1006.8,Stratus,North,84.6,Blue,Low,Rise,Medium,No
1006.9,Cirrus,South,82.1,Green,High,Rise,High,No
1003.3,Stratus,,70.2,Orange,High,,High,Yes
1013.8,Cumulonimbus,East,51.6,Orange,Low,Stable,High,Yes
1013.2,Stratus,West,41.4,,Low,Decline,Medium,Yes
1003.5,Cumulonimbus,East,43.2,Green,High,Rise,Medium,No
1012.9,Cumulonimbus,South,67.7,Orange,High,Rise,High,Yes
1006.8,Cumulonimbus,South,45,Green,High,Stable,High,No
1005.7,Cumulonimbus,West,80.8,Green,Medium,Rise,Medium,No
1005.9,Cirrus,East,80.3,Green,Low,Decline,Low,No
1004.1,Cirrus,South,44.7,Blue,High,Stable,High,No
1003.7,Stratus,South,45.6,Orange,High,Stable,High,Yes
1002.6,Cumulonimbus,East,78.2,Gray,High,Decline,High,No
1012.2,Cumulonimbus,East,41.4,Orange,High,Stable,Low,Yes
1002.3,Cumulonimbus,East,48.1,Gray,High,Decline,Low,No
1013.8,Stratus,East,44.3,Gray,Low,Rise,Low,Yes
1014,Stratus,South,58.5,Orange,Medium,Stable,High,Yes
1002.7,Cumulonimbus,South,77,Green,High,Stable,High,No
1006.8,Cirrus,West,81.5,Green,Medium,Stable,Low,No
1012.9,Cumulonimbus,West,62.3,Orange,Low,Stable,High,Yes
1005.4,Cumulonimbus,South,79,Green,High,Decline,Medium,No
1011.7,Cumulonimbus,East,70.3,Gray,Low,,Low,Yes
1006.4,Cirrus,South,79.4,Green,High,Rise,High,No
1002.2,Cumulonimbus,South,61.2,Blue,High,Stable,High,Yes
1011.3,Cumulonimbus,East,54.3,Gray,Low,Decline,Low,Yes
1012.9,Cumulonimbus,South,68.6,Orange,High,Stable,High,Yes
1013.4,Cumulonimbus,South,61,Orange,Low,Stable,Low,Yes
1013.6,Cumulonimbus,,73.2,Orange,High,Decline,Low,Yes
1012,Cumulonimbus,East,52.6,Orange,Medium,Decline,Low,Yes
1014,Stratus,East,43.8,Orange,Medium,Decline,Low,Yes
1006.8,Cirrus,East,75.3,Green,High,Decline,Low,No
1021.2,Cirrus,East,84.6,Gray,Low,Decline,High,No
1003.7,Cirrus,East,84.5,Green,Low,Decline,Low,No
1006.8,Stratus,East,81.5,Green,Medium,Rise,Medium,No
1007,Stratus,North,56.9,Orange,Low,Decline,Low,Yes
1013.3,Cumulonimbus,East,69.7,Orange,High,Decline,Low,Yes
1003.4,Cirrus,East,80.6,Green,Low,Decline,Low,No
1018.4,Cumulonimbus,West,77.6,Green,High,Rise,High,No
1005.9,Cumulonimbus,South,55.9,Orange,High,Decline,High,Yes
1002.8,Stratus,East,66.2,Orange,Low,Decline,Low,Yes
1003.4,Cumulonimbus,East,78.4,Blue,High,Decline,Low,No
1011.8,Cirrus,East,70.1,Orange,Low,Decline,Low,Yes
1013.2,Cumulonimbus,South,57.5,Orange,High,Stable,High,Yes
1006.9,Cirrus,East,78.3,Green,Low,Decline,Low,No
1013,Cumulonimbus,South,67.3,Blue,High,Stable,Medium,Yes
1004,Cirrus,East,76.4,Green,High,Stable,High,No
1018,Cirrus,East,79.4,Green,Medium,Rise,Low,No
1011,Cumulonimbus,South,52.9,Blue,Medium,Stable,High,Yes
1002.8,Cirrus,East,79.9,Blue,High,Decline,Medium,No
1023.4,Cumulonimbus,South,79.4,Green,High,Decline,High,No
1022.1,Stratus,East,42.8,Blue,Low,Decline,High,No
1002.1,Cirrus,East,42.7,Orange,Low,Decline,Low,Yes
1019.5,Cirrus,South,82.6,Green,High,Stable,High,No
1005,Cirrus,East,45,Green,Low,Decline,Low,No
1005.3,Cirrus,East,83.1,Green,Low,Decline,Low,No
1006.4,Cirrus,South,78.5,Green,High,Stable,Low,No
1011.7,Cumulonimbus,,58.1,Orange,Medium,Decline,Low,Yes
1024.7,Cumulonimbus,East,79.7,Green,High,Stable,High,No
1013.2,Stratus,East,52.1,Gray,Low,Decline,Low,Yes
1013.9,Cumulonimbus,East,64.4,Orange,Low,Decline,Low,Yes
1006,Cirrus,East,77.2,Green,Medium,Decline,Low,No
1002.3,Cirrus,South,47.6,Gray,High,Rise,Medium,No
1006.5,Stratus,South,83.6,Gray,High,Stable,High,No
1011.3,Stratus,North,58,Orange,Low,,Low,Yes
1011.1,Stratus,South,58.7,Orange,High,Decline,High,Yes
1024.2,Cirrus,North,79.4,Green,Medium,Decline,High,No
1004.4,Cirrus,South,40.4,,Medium,Decline,High,No
1004.5,Cumulonimbus,South,47.1,Blue,Low,Decline,High,No
1013.9,Cumulonimbus,East,67.5,Gray,High,Rise,Low,Yes
1006,Cirrus,East,76.4,Green,High,Decline,Low,No
1018.5,Cirrus,South,82.8,Gray,Medium,Decline,High,No
1003.6,Cirrus,South,79,Gray,High,Stable,Medium,No
1006.3,Cumulonimbus,East,70.7,Orange,Low,Decline,Low,Yes
1003,Cirrus,South,83.8,Blue,High,Rise,High,No
1012.7,Cumulonimbus,South,41.4,Blue,High,Stable,Low,Yes
1022.1,Stratus,East,78.2,Gray,Low,Stable,Low,No
1011.6,Cumulonimbus,East,71,Orange,Low,Decline,High,Yes
1013,Cumulonimbus,West,56.9,Orange,Medium,Stable,High,Yes
1006.9,Cirrus,South,77.2,Green,High,,High,No
1006.7,Cirrus,South,42.2,Green,Low,Stable,Low,No
1011.7,Stratus,East,42.7,Blue,High,Decline,Low,Yes
1019.7,Cirrus,South,83.2,Blue,Medium,Stable,Medium,No
1002.6,Cirrus,South,82.5,Green,High,Rise,Low,No
1011.4,Stratus,East,61.7,Orange,Low,Decline,Low,Yes
1004,Cumulonimbus,South,83.2,Green,High,Decline,High,No
1002,Cumulonimbus,South,82,Green,Medium,Decline,High,No
1012.8,Cumulonimbus,,57,Gray,Low,Decline,Medium,Yes
1012.6,Cumulonimbus,South,61.4,Orange,Medium,Stable,High,Yes
1002,Stratus,South,41.1,Gray,High,Stable,High,No
1003,Stratus,South,81.3,Green,High,Stable,Medium,No
1005.2,Cirrus,East,81.4,Green,Low,Decline,Low,No
1005.8,Cumulonimbus,East,46.2,Green,Low,Decline,Medium,No
1011.4,Stratus,South,65.5,Orange,High,Stable,High,Yes
1002.2,Cirrus,East,76.3,Blue,Low,Rise,Low,No
1011.7,Cirrus,East,47.5,Orange,Low,Rise,Low,Yes
1012.9,Cumulonimbus,East,60.4,Orange,High,Decline,Low,Yes
1011.6,Cumulonimbus,East,43.6,Orange,High,Decline,High,Yes
1013.8,Stratus,East,63.7,Orange,High,Decline,Medium,Yes
1005.3,Stratus,East,83,Green,Low,Decline,Low,No
1013.3,Stratus,East,70,Orange,Low,Decline,Low,Yes
1013.8,Cumulonimbus,East,64.1,Orange,Medium,Decline,Medium,Yes
1003.2,Cumulonimbus,East,81.6,Blue,Low,Decline,Low,No
1011.4,Cumulonimbus,,48.1,,Low,Decline,Low,Yes
1006.1,Cumulonimbus,East,55.3,,High,Stable,Medium,Yes
1004.1,Stratus,East,79.2,Blue,Low,Decline,Low,No
1003,Cirrus,North,80.8,Green,Low,Decline,Low,No
1005.7,Cumulonimbus,East,84.5,Blue,Low,Decline,Low,No
1012,Cirrus,East,58.3,Gray,Low,Stable,Low,Yes
1007,Cirrus,,78.6,Gray,Low,Decline,Low,No
1002.5,Stratus,South,83.7,Gray,Low,,High,No
1005.8,Stratus,South,77.8,Green,High,Stable,High,No
1011.1,Cumulonimbus,South,57.4,Orange,High,Stable,Medium,Yes
1005,Cirrus,East,43.9,Blue,High,Stable,High,No
1012.3,Cumulonimbus,,58.1,Orange,High,Stable,High,Yes
1004.1,Cumulonimbus,North,45,Orange,Low,Decline,Low,Yes
1024.5,Cirrus,North,77.4,Green,Medium,Decline,Low,No
1004.6,Cirrus,South,46.3,Gray,High,,Low,No
1022.8,Cirrus,East,79.8,Blue,Low,Decline,Low,No
1003.8,Stratus,West,75.4,Blue,High,Decline,High,No
1011.2,Stratus,West,56.9,Orange,High,Decline,High,Yes
1012.2,Cumulonimbus,South,56.3,Orange,High,Stable,High,Yes
1003.1,Cumulonimbus,South,76.4,Green,High,Stable,High,No
1012.8,Cirrus,South,59.2,,High,Stable,High,Yes
1013.8,Cumulonimbus,East,40.3,,Medium,Decline,High,Yes
1012.7,Cumulonimbus,East,66.1,Orange,Medium,Rise,Low,Yes
1004.3,Cumulonimbus,East,84.7,Gray,High,Stable,High,No
1012.6,Cumulonimbus,East,40.2,Orange,Low,Rise,Low,Yes
1003,Stratus,West,84.5,Gray,Low,Rise,Low,No
1002,Cumulonimbus,East,48.5,Orange,Low,Decline,Low,Yes
1021.9,Stratus,South,47.2,Green,High,Rise,Medium,No
1012.5,Cumulonimbus,East,65,Orange,High,Decline,High,Yes
1011.3,Cirrus,South,57.6,Orange,Low,Stable,Medium,Yes
1003.7,Cirrus,West,84.8,Green,High,Decline,High,No
1002.8,Cirrus,,83.3,Green,Low,Stable,Medium,No
1013.7,Stratus,North,62.6,Blue,Low,Decline,Low,Yes
1013.4,Cumulonimbus,South,46.6,Blue,Medium,Stable,High,Yes
1019.1,Cirrus,East,77.1,Blue,Medium,Decline,Medium,No
1004.6,Cirrus,East,47.3,Green,Medium,Decline,Medium,No
1003,Cirrus,South,41.9,Green,High,Stable,Medium,No
1003.5,Cirrus,,77.3,Green,High,Rise,High,No
1012.1,Cumulonimbus,East,56,Orange,Low,Decline,Low,Yes
1003.8,Stratus,,59.2,Orange,High,Rise,High,Yes
1006.2,Cirrus,West,81.3,Green,Low,Decline,Low,No
1011.9,Cumulonimbus,North,70.3,Blue,High,Decline,Low,Yes
1012.8,Cirrus,East,65.7,Orange,Low,Decline,Low,Yes
1004.2,Cirrus,East,80.2,Green,High,Stable,High,No
1004.7,Cirrus,North,45.5,,Low,Decline,Low,No
1012,Cumulonimbus,East,43.5,,Low,Decline,Low,Yes
1005.5,Cirrus,South,77,Green,High,Rise,Medium,No
1004.4,Stratus,South,84.2,Green,Medium,,High,No
1014,Cirrus,East,57.1,Orange,Medium,Decline,Low,Yes
1007,Cirrus,West,81.3,Green,High,Rise,Low,No
1011.1,Cumulonimbus,South,57.5,Orange,High,Decline,High,Yes
1011.1,Cumulonimbus,East,60,Orange,Low,Decline,Low,Yes
1011.4,Cumulonimbus,East,69.4,Orange,Low,Decline,Low,Yes
1012.4,Stratus,East,61.3,Orange,Low,Decline,Low,Yes
1023.7,Cumulonimbus,South,80.7,Green,High,Rise,High,No
1006.9,Cirrus,East,82.9,Gray,Low,Decline,Low,No
1005.2,Cirrus,South,76.9,Green,High,Stable,High,No
1012.4,Cirrus,South,48.7,Orange,High,Stable,Medium,Yes
1012.2,Cumulonimbus,East,70.2,Orange,Low,Decline,Medium,Yes
1006.4,Cirrus,North,78.6,Gray,Low,Decline,Low,No
1003.9,Cirrus,East,77.4,Green,Low,,Low,No
1011.6,Stratus,South,59.2,Orange,High,Stable,High,Yes
1012.5,Cumulonimbus,South,68.8,Orange,High,Stable,High,Yes
1005.6,Cumulonimbus,East,51.6,Orange,High,Rise,Medium,Yes
1011.1,Cumulonimbus,West,50.4,Orange,High,,Low,Yes
1004.9,Stratus,North,83.7,Green,Low,Decline,Low,No
1006.8,Cirrus,East,78.6,Gray,Low,Stable,Low,No
1005,Cumulonimbus,South,84.6,Green,Low,Stable,Low,No
1011.3,Cumulonimbus,East,55.7,Orange,Low,Decline,Low,Yes
1002.6,Cirrus,East,79.3,Green,Low,Decline,Medium,No
1002.9,Cirrus,East,81.5,Green,Low,Decline,Low,No
1013.5,Cumulonimbus,East,70.9,Orange,Low,Stable,High,Yes
1006.2,Cirrus,East,78.8,Gray,Low,Decline,Low,No
1011.4,Cirrus,South,72.2,Gray,High,Stable,High,Yes
1006.2,Cirrus,East,75.1,Green,High,Stable,Low,No
1004.5,Cirrus,East,48.5,Gray,Low,Decline,Low,No
1003.3,Cirrus,East,44.9,Green,Low,Decline,Low,No
1006.9,Cirrus,East,82.5,Green,Low,Rise,Low,No
1003.7,Cirrus,East,77.1,Green,Medium,Decline,Low,No
1005.7,Cirrus,East,83.7,Green,Low,Decline,Low,No
1002.2,Stratus,East,79.3,Green,Low,Decline,Low,No
1011.9,Cumulonimbus,South,68.5,Orange,Low,Stable,Low,Yes
1011.2,Stratus,South,42.5,Orange,High,Stable,High,Yes
1013.5,Cumulonimbus,North,45.1,Orange,Low,Stable,Medium,Yes
1004,Stratus,East,84.3,Gray,Low,Decline,Low,No
1012,Cumulonimbus,East,60.7,,Low,Decline,Low,Yes
1011.6,Stratus,,64.6,Gray,High,Rise,High,Yes
1002.7,Stratus,East,77.4,Green,High,Decline,Low,No
1013.2,Cumulonimbus,South,56,Orange,High,Stable,High,Yes
1024.5,Cirrus,East,76,Green,Medium,Decline,Medium,No
1004.1,Cumulonimbus,East,82.3,Green,High,Stable,High,No
1004.9,Cumulonimbus,East,83.9,,Low,Decline,High,No
1013.8,Cumulonimbus,,54.3,Orange,High,Stable,High,Yes
1006.6,Cirrus,East,78.4,Gray,Low,Stable,Low,No
1003.3,Cumulonimbus,East,84.4,Green,Low,Decline,Low,No
1012.2,Cumulonimbus,,55.7,Orange,Medium,Rise,High,Yes
1004.4,Cirrus,South,84.8,Green,Low,Decline,High,No
1011.4,Cirrus,East,65.3,Blue,Low,Decline,Medium,Yes
1005.7,Cirrus,South,81.2,Green,High,Stable,High,No
1012.3,Cirrus,East,65.4,,Medium,Rise,Low,Yes
1006.7,Cirrus,East,78.2,Gray,High,Decline,Low,No
1005.3,Stratus,West,57.5,Orange,High,Rise,High,Yes
1013.8,Cumulonimbus,South,61,Orange,High,Rise,High,Yes
1003.5,Cirrus,East,84.1,Green,Low,Decline,Low,No
1006.7,Cumulonimbus,West,77.4,Green,High,Stable,Low,No
1004.4,Cirrus,East,45.3,Green,Low,Decline,Low,No
1003.9,Cirrus,South,78.8,Blue,Medium,Stable,High,No
1002.7,Cirrus,East,83.7,Green,Low,Decline,Low,No
1011.2,Cumulonimbus,East,56.1,Orange,Low,Decline,Medium,Yes
1006.6,Stratus,East,79.1,Blue,Low,Stable,Low,No
1006,Stratus,East,83.5,Green,High,Decline,Medium,No
1011.2,Cumulonimbus,North,55.6,Orange,Low,Decline,Low,Yes
1005.9,Stratus,South,83.2,Green,High,Stable,High,No
1006.2,Cirrus,East,46.3,Blue,High,Stable,Medium,No
1002.8,Cumulonimbus,East,54.2,Orange,High,Decline,High,Yes
1004.8,Cumulonimbus,East,76,,High,Decline,Medium,No
1003,Cumulonimbus,East,69.6,Orange,Low,Decline,Low,Yes
1011.5,Cumulonimbus,South,69,Orange,High,Stable,High,Yes
1014,Cumulonimbus,,56.9,Orange,High,Decline,High,Yes
1012.9,Cumulonimbus,West,65.8,Orange,High,Stable,High,Yes
1004.2,Cirrus,East,76.5,Green,Low,Decline,Low,No
1019.3,Cumulonimbus,East,82.1,Blue,Low,Decline,High,No
1004,Cirrus,East,78.4,Green,Low,,High,No
1013.5,Cumulonimbus,South,70.8,Orange,High,Stable,High,Yes
1012,Stratus,West,62.2,Orange,Medium,Rise,High,Yes
1024.4,Cirrus,West,77.8,Green,Low,Stable,High,No
